author,published_at,updated_at,like_count,text
@m4rkz_19,2021-02-09T06:25:59Z,2021-02-09T06:26:19Z,0,Just tell me how sakura is keeping her ground on 5th place  3rd place and how did she get first place at one point
@DaQuavious408,2021-02-09T01:11:18Z,2021-02-09T01:11:18Z,0,Sasuke been at the top
@canberk5684,2021-02-08T18:29:24Z,2021-02-08T18:29:24Z,0,video has spoiler so becareful guys
@Ays1004,2021-02-08T15:02:24Z,2021-02-08T15:02:24Z,5,Best thing about Naruto is that Its Side Characters are more deep than the main character
@blooqh3292,2021-02-07T20:26:01Z,2021-02-07T20:26:01Z,77,Just like always Naruto and Sasuke are so close to each other striving to be ahead of the other
@bcswedonotcare9308,2021-02-07T20:08:30Z,2021-02-07T20:08:30Z,2,Sakura and Tsunade team
@qupix7127,2021-02-07T19:28:50Z,2021-02-07T19:28:50Z,0,I made a top 40 anime list on popularity check for yourself
@krio5621,2021-02-07T15:25:15Z,2021-02-07T15:25:15Z,0,Why tf Kakashi was not on top in any of the years
@alfisotuff,2021-02-07T02:46:58Z,2021-02-07T02:46:58Z,0,sorry but how was sasori being searched 100k times before shippuden even came out
@micyn,2021-02-06T21:26:00Z,2021-02-06T21:26:00Z,0,Where is levi
@vanshkapoor7023,2021-02-06T16:43:59Z,2021-02-06T16:43:59Z,1,i dont freaking understand that how can sasuke be more popular than naruto at one point as the show is freaking called N A R U T O
@hi-dx6kj,2021-02-06T15:00:44Z,2021-02-06T15:00:44Z,0,Hinata where is she
@LuciferDuck,2021-02-06T07:42:40Z,2021-02-06T07:42:40Z,1,The Sakura searches were probably Why is Sakura useless I bet
@diallorajerison9140,2021-02-06T04:34:31Z,2021-02-06T04:34:31Z,0,sad obito
@Enricho,2021-02-05T11:42:34Z,2021-02-05T11:42:34Z,1,Itachi more love hidden leaf vilage than his clan uchiha but his true love is just for sasuke uchiha
@nurulalyaaroza125,2021-02-05T11:12:12Z,2021-02-05T11:12:12Z,16,Sasori still survive even though at the bottom rank sasori should have got more screen time hes cool and great poor Sasori 
@nicolasbonino1057,2021-02-04T17:01:01Z,2021-02-04T17:01:01Z,0,Que raro Nagato tan abajo y Sakura tan arriba igual se esperaba Itachi nmero 1
@DetectiveTB,2021-02-04T14:01:28Z,2021-02-04T14:01:28Z,2,That one person who was thinking to search for Sasuke on google but then got the answer by his friend is the reason why Sasuke is not tied with Itachi and Naruto
@ayushnath3768,2021-02-04T10:24:39Z,2021-02-04T10:24:39Z,0,Sad that jiraiyya was so low and bitch sakura was always close to the too
@TheAsianRiceEater15,2021-02-04T05:50:25Z,2021-02-04T05:50:25Z,0,tenten probably got a top spot in early 2004 because people were searching why she doesnt have screen time
@rinashrestha10,2021-02-04T04:25:00Z,2021-02-04T04:25:00Z,22,my sakura was always on top
@mrskull6216,2021-02-03T14:41:10Z,2021-02-03T14:41:10Z,0,They couldnt search for Kurama at first place cuz nobody knew its name so it would be like Nine tail fox or something
@pspspspsps44,2021-02-03T09:54:32Z,2021-02-03T09:54:32Z,0,Yall need to give sasuke credit for being on top for years even the show is called Naruto I honestly dont get why is he so disliked
@progeymrxx7321,2021-02-02T15:18:08Z,2021-02-02T15:18:08Z,0,Naruto was high up on the list the whole time because of people searching Naruto ep 22  Naruto Shippuden ep 354 etc
@ore_wa_fkushusha9059,2021-02-02T15:04:17Z,2021-02-02T15:04:17Z,0, 
@hereticism3202,2021-02-01T22:35:37Z,2021-02-01T22:35:37Z,0,and in the end its an almost 3 way tie by naruto itachi and sasukelets be honest itachi and kakashi are the default simpfor character in naruto like dabi is in bnha
@hereticism3202,2021-02-01T22:29:57Z,2021-02-01T22:29:57Z,0,011tenten gets the attention here at least
@AlexerV.,2021-02-01T14:28:26Z,2021-02-01T14:28:26Z,2,Im pretty sure 50 Of people searching sasuke in the search bar didnt even watch the show lol
@imgodwinff8436,2021-02-01T05:12:31Z,2021-02-01T05:12:31Z,0,Kakashi is always my fav
@baustella3597,2021-01-31T20:27:54Z,2021-01-31T20:27:54Z,0,In the first seasons was kakashi the most popular charakter Even Kishimoto said it and draw a picture of him in the naruto massive manga with this information
@_.dhanvin._,2021-01-31T17:23:21Z,2021-01-31T17:23:21Z,0,wait what Naruto series was started in 2007 so whats going on herei dont know all the stuff so plzz confirm me whats going on here
@seriouslygavintherandomer,2021-01-31T02:29:37Z,2021-01-31T02:29:37Z,0,naruto is popular bc the show is called naruto and when they watch the show they search naruto
@seriouslygavintherandomer,2021-01-31T02:27:39Z,2021-01-31T02:27:39Z,0,the three brothers are the most popular
@user-il9sp1ov6s,2021-01-29T19:25:12Z,2021-01-29T19:25:12Z,0,            
@deepakbanahatti2311,2021-01-29T15:55:14Z,2021-01-29T15:55:14Z,0,Bro who searches sakuras pink haired ass Maybe do hate
@claudyatalenta4291,2021-01-29T05:51:36Z,2021-01-29T05:51:36Z,0,sakura was consistent in top 10
@ohyeahyeah8181,2021-01-29T00:32:59Z,2021-01-29T00:32:59Z,414,Itachi slaughtering his clan has more screentime than Tenten
@salammohamadabdul5517,2021-01-28T22:23:53Z,2021-01-28T22:23:53Z,1,How does sakura stay in the top 
@thehustler2861,2021-01-28T15:51:20Z,2021-01-28T15:51:20Z,0,Minato is always my fav
@professord.scaling5026,2021-01-28T14:31:49Z,2021-01-28T14:31:49Z,0,Nice video 
@iswiftyfox8997,2021-01-27T17:22:28Z,2021-01-27T17:22:28Z,127,Itachi Naruto Sasuke and Kakshi being top 4 makes sense because pretty much everyone favorite character is one of these 4
@uchihaitachi6362,2021-01-27T15:52:49Z,2021-01-27T15:52:49Z,1,forgive me sasuke maybe next time
@melindafise6781,2021-01-27T12:46:06Z,2021-01-27T12:46:06Z,0,Why is sasuke over Kakashi 
@andrejdoblej9127,2021-01-27T10:02:29Z,2021-01-27T10:02:29Z,0,Sasori in year 2006
@abdi4574,2021-01-27T07:44:11Z,2021-01-27T07:44:28Z,4,The fact that sakura is more popular than jiraya leaves me in shock
@JafarJoestar,2021-01-26T04:49:03Z,2021-01-26T04:49:03Z,0,This is pure garbage statics
@sianlol,2021-01-26T04:19:34Z,2021-01-26T04:19:34Z,0,zabuza at the start was all likehello just checking in you guys ok bye
@Itsme-kh3ho,2021-01-25T16:59:28Z,2021-01-25T16:59:28Z,1,317  337 this cant be 
@angelofdarkness2280,2021-01-25T10:59:01Z,2021-01-25T10:59:01Z,0,Umm no youre weong about this
@amazingmiraculoustextingst281,2021-01-25T10:53:10Z,2021-01-25T10:53:10Z,3,Watching this made me realise Hinata is super UNDERATED
@jdev9996,2021-01-24T08:46:44Z,2021-01-24T08:46:44Z,6,Itachi sure got famous Naruto is getting popular day by day I recently finished it and took just a month With all these anime reactions its gonna skyrocket
@mayurdhivar8900,2021-01-24T07:08:02Z,2021-01-24T07:08:02Z,0,Epic background song
@zWeenie14,2021-01-24T04:13:08Z,2021-01-24T04:13:08Z,0,Wait how the hell was TenTen on top
@MuanmL_Seldou,2021-01-23T19:29:55Z,2021-01-23T19:29:55Z,0,Where da fugg is HINATA 
@DODBoi1944,2021-01-23T12:33:07Z,2021-01-23T12:33:07Z,0,Neji shuld have been the most popular
@skedaddle347,2021-01-22T22:01:40Z,2021-01-22T22:01:40Z,0,damn gaara popular
@realmedkidkappa2617,2021-01-22T13:42:06Z,2021-01-22T13:42:06Z,0,HOW SAKURA H0W
@2juiced,2021-01-21T12:07:40Z,2021-01-21T12:07:40Z,1,Ok but who tf even likes Sakura
@reticent79andrea,2021-01-21T04:05:16Z,2021-01-21T04:05:16Z,1,I was surprised my man Orochimaru stayed as high as he did for long Good job 
@reticent79andrea,2021-01-21T03:42:56Z,2021-01-21T03:42:56Z,0,I was looking for some guy named Kabuto I heard helped start a war or something
@beastknight4004,2021-01-19T13:02:06Z,2021-01-19T13:02:06Z,765,This Is Non Sense  The Power Of Youth Is The most searched 
@yatonagmindset8548,2021-01-19T05:28:34Z,2021-01-19T05:28:34Z,0,tsunade at the topme ahhh those are perverts
@beok9176,2021-01-18T17:07:29Z,2021-01-18T17:07:29Z,0,Wheres Shisui
@karentorres9158,2021-01-18T15:25:41Z,2021-01-18T15:25:41Z,0,me confused my Tsunade has a high spotme suddenly remembers Tsunades cup size
@citrraaaputri9746,2021-01-18T09:45:28Z,2021-01-18T09:45:28Z,0,Sasuke kun and naruto always number one
@pranavdabral8001,2021-01-17T05:39:24Z,2021-01-17T05:39:24Z,0,Also count me on itachi uchiha 
@fldsmdfr8030,2021-01-15T04:32:40Z,2021-01-15T04:32:40Z,0,Sakura 2
@lukedaniel2855,2021-01-14T08:53:26Z,2021-01-14T08:53:26Z,0,Things they dont give to TENTEN A character development Screentime Didnt even marry any character  nejiten shippers out there thing they gave to tenten made her the weakest girl character tenten in shippuden is way more beautiful than tenten in boruto  so i think they made her a little unpleasingTENTEN DESERVES BETTER
@lukedaniel2855,2021-01-14T08:49:52Z,2021-01-14T08:50:37Z,0,they wasted TENTENs popularity  imagine at the first tenten is the most famous girls in Naruto  they should atleast buff her or made her more powerful  they really made tenten the most useless character  tenten is one of the most beautiful character 
@gracieaceti,2021-01-13T23:22:55Z,2021-01-13T23:22:55Z,0,only 20 seconds in TenTen doesnt even deserve to be on the list Should have been her not Neji
@diabloahmad2950,2021-01-13T05:00:48Z,2021-01-13T05:00:48Z,0,How come sasuke get so popular hes a jerk he couldnt even backup his own words by his strength at one point
@ras4423,2021-01-12T19:53:21Z,2021-01-12T19:53:21Z,0,I hate all Uchihas dont  me
@Joemama28731,2021-01-12T18:46:18Z,2021-01-12T18:46:18Z,0,How did Tenten reach the top shes so unbelievably shit shes powerless and the swing Naruto sits on has more screen time than her
@elmani3987,2021-01-12T16:24:27Z,2021-01-12T16:24:27Z,270,All Sakura haters are def mad that she even made it on top for a while
@BadassBobY,2021-01-12T13:22:29Z,2021-01-12T13:22:29Z,0,The Difference Between Naruto was Sasukes Searched after 2010 was literally Like Their Strength difference in shippuden
@BadassBobY,2021-01-12T13:20:52Z,2021-01-12T13:20:52Z,0,When its Your Show But The Creepy Guy From The Neighbouring Village is More Popular than you
@BadassBobY,2021-01-12T13:18:51Z,2021-01-12T13:18:51Z,3,Most Of the Searches For Pain Are Just People Looking For a cool profile picture
@keiferyang2544,2021-01-12T11:20:44Z,2021-01-12T11:20:44Z,6,me waiting for Sai to show up 
@Gurwindersingh-ib3rp,2021-01-11T19:21:17Z,2021-01-11T19:21:17Z,63,What I am the most popularWell thank you but all of you protect Sasuke
@armin5767,2021-01-11T16:21:16Z,2021-01-11T16:21:16Z,0,NO ONE EVER REACHED GAARAS MILESTONE
@lesliemares7051,2021-01-11T08:13:00Z,2021-01-11T08:13:00Z,1,Omg sasori 
@vemanjadhav,2021-01-11T06:33:37Z,2021-01-11T06:33:37Z,582,When Madara suddenly comes out of nowhereMadara Uchiha has entered the chat
@pants1781,2021-01-10T23:43:35Z,2021-01-10T23:43:35Z,2,Itachi took that crown 
@Nemoooo,2021-01-10T10:43:13Z,2021-01-10T10:43:13Z,0,They did kakashi dirty
@debdattabanerjee9039,2021-01-10T08:57:47Z,2021-01-10T08:57:47Z,0,naruto
@crendo2741,2021-01-10T02:11:37Z,2021-01-10T02:11:37Z,4,How did tenten come here like bro that swing next to the school has more screentime than her
@milosjanjic239,2021-01-10T01:13:36Z,2021-01-10T01:13:36Z,0,Pain and Obito be like We need VAR here
@zaiyon4043,2021-01-10T00:03:10Z,2021-01-10T00:03:10Z,0,still crazy that naruto was not over shadowing others whole timeprops to my boi sasuke and gaara
@dipsikhapramanik6668,2021-01-09T22:23:14Z,2021-01-09T22:23:14Z,0,The way Itachi toped bruh
@migkarlama3664,2021-01-09T18:02:54Z,2021-01-09T18:02:54Z,0,love you bro because you know the Itachi very well
@joshuatamayo3391,2021-01-09T17:06:53Z,2021-01-09T17:06:53Z,0,No one2017 Sakuras meme
@TerroristMaster,2021-01-09T15:27:17Z,2021-01-09T15:27:17Z,0,lel no Kaguya
@teadrops9449,2021-01-09T14:30:06Z,2021-01-09T14:30:06Z,0,Itachi is firstI see nothing wrong with that
@theentertainmentltd3473,2021-01-09T13:22:38Z,2021-01-09T13:22:38Z,0,naruto is the best
@hissukka6619,2021-01-09T13:20:52Z,2021-01-09T13:20:52Z,23,The fact that Sasori made it up in this list even tho he was only shown for like 40 episodes
@darkprincess7473,2021-01-09T12:24:43Z,2021-01-09T12:24:43Z,0,what the hell is doing Ten Ten on the Top
@aka_sami,2021-01-09T00:00:14Z,2021-01-09T00:00:14Z,4,My favorites are Kakashi and Kurama Thought im confused how Kurama was on the top since 2004 was when the original naruto was made so only a little people would know who Kurama was Though I guess they couldve just searched up nine tails
@dontforgettosmiletoday6404,2021-01-08T12:55:02Z,2021-01-08T12:55:02Z,0,Why always itachi is good than sasuke at any comparison
@marlid4905,2021-01-07T20:09:48Z,2021-01-07T20:09:48Z,26,Yall can call Sakura useless all you want but shes still more popular than you 
@kvbusek,2021-01-07T16:59:55Z,2021-01-07T16:59:55Z,0,Fun fact its bullshit
@meriverulidze5538,2021-01-07T15:55:01Z,2021-01-07T15:55:01Z,0,jiraiya its op
@alisbeithy2829,2021-01-07T15:11:35Z,2021-01-07T15:11:35Z,0,I just hate sakura
@ayushmishra3644,2021-01-07T14:57:35Z,2021-01-07T14:57:35Z,2,Confused how Sakura is on this listGoogle Search by people  Why is Sakura so useless
@MARK-ei8rb,2021-01-07T13:56:41Z,2021-01-07T13:56:41Z,0,   
@hetpatel8579,2021-01-07T04:50:28Z,2021-01-07T04:50:28Z,1,Uchiha itachiiiiiiiiiiiii
@mrdavid9577,2021-01-07T03:42:01Z,2021-01-07T03:42:01Z,0,I was here for Obito And I felt disappointed 
@varadchari1978,2021-01-06T16:35:17Z,2021-01-06T16:35:17Z,0,Wtf is nagatohe is pain
@ice-tr6yn,2021-01-06T09:51:43Z,2021-01-06T09:51:43Z,0,ononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononnononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononnonononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononononono
@taetae......,2021-01-06T09:25:59Z,2021-01-06T09:25:59Z,0,Sasuke is best
@v.k.sharma9240,2021-01-06T00:54:45Z,2021-01-06T00:54:57Z,0,How can it possible that Naruto is not in top 1  are you guys searching in Google for anime by sasuke or other names  Bro Naruto is anime name and still he is not in top I know you all are sasuke or sakura fans but remember he will be houkage one day 
@v.k.sharma9240,2021-01-06T00:49:19Z,2021-01-06T00:49:19Z,0,Who is searching for sakura  Oh man these people are the dumbest ever  the most useless character in whole anime world is sakura
@jadendelgado6471,2021-01-05T22:54:51Z,2021-01-05T22:54:51Z,0,Kakashi will always be my favorite
@kermiti580,2021-01-05T20:13:22Z,2021-01-05T20:13:22Z,0,Did you guys see that huge jump that Obito made in searches xD he went back down pretty fast but that was a huge jump almost to the top
@tahanasir173,2021-01-05T16:09:28Z,2021-01-05T16:10:22Z,6,In 2007 and 2008 Gaara was like yo kiddos kiss my feet
@pablo-qv2jh,2021-01-05T11:19:49Z,2021-01-05T11:19:49Z,1,My list1Itachi2Naruto3Kakashi4Sasuke5Gaara6Neji7Rock Lee8Jiraya9Shikamaru10Hinata
@gureshidze9764,2021-01-05T05:54:00Z,2021-01-05T05:54:00Z,0,tsunade wouldve won if you included incognito mode searches aswell 
@cathyblanchard246,2021-01-05T02:57:02Z,2021-01-05T02:57:02Z,0,Why the hell is sakura up there for
@anicawillow936,2021-01-04T20:56:46Z,2021-01-04T20:56:46Z,0,my opinion 1 Kurama2 Kakashi3 Naruto
@zestybiatch,2021-01-04T10:34:37Z,2021-01-04T10:34:37Z,0,I hate Itachi so much 
@Nosiite,2021-01-04T05:44:17Z,2021-01-04T05:44:17Z,0, mfw when dosu kinuta doesnt secure 1st place
@Nosiite,2021-01-04T05:41:21Z,2021-01-04T05:41:21Z,0,my boy orochimaru went hard
@flavioalvarez5761,2021-01-04T00:46:51Z,2021-01-04T00:46:51Z,1,Im legit surprised on how Pain never reached first placeMan I tough he was gonna dominate this list Hes so cool
@Loupieur2,2021-01-03T20:03:56Z,2021-01-03T20:03:56Z,1,2021
@regativinodakumari5584,2021-01-03T15:47:56Z,2021-01-03T15:47:56Z,0,Itachi is the best
@Alan-cr2te,2021-01-03T15:31:28Z,2021-01-03T15:32:43Z,0,Whres harasima That guy who start all of this
@alksmusic6188,2021-01-03T14:58:42Z,2021-01-03T14:58:42Z,0,This post already doesnt have much girls and people still complain about Sakura  Tenten 
@sharathkn4360,2021-01-03T13:37:42Z,2021-01-03T13:37:42Z,0,Legends search mighty guy
@Mrsplashman111,2021-01-03T00:36:04Z,2021-01-03T00:36:15Z,0,Obits says hes madaraMadara Uchiha searches 
@GuilleFI,2021-01-02T23:30:12Z,2021-01-02T23:30:12Z,125,Nejis first place as short as his life in the anime 
@TaUMoR,2021-01-02T22:20:56Z,2021-01-02T22:20:56Z,0,Who The Hell Likes  Sakura
@ProDudeFilmsGaming,2021-01-02T19:47:50Z,2021-01-02T19:47:50Z,1,Who TF searched up Madara Uchiha in 2005
@dailydose9837,2021-01-02T15:29:33Z,2021-01-02T15:30:19Z,1,The creator of this vidlowers garaas rankGaara Saaaaaand buriaTh creator yr votes are incresed by 100000
@ridholuken8206,2021-01-02T14:51:12Z,2021-01-02T14:51:12Z,0,Kakashi
@yuvrajsingh1644,2021-01-02T14:24:39Z,2021-01-02T14:24:39Z,1,Its just me or u guys also dont like Sasuke that much Baby Sasuke tho
@missshion8090,2021-01-02T04:05:37Z,2021-01-02T04:05:37Z,5,Idc whos at the top just happy to see my boi sasori on the list
@chaseduin2472,2021-01-02T02:33:07Z,2021-01-02T02:33:07Z,0,1 shikamaru 2 jiraiya 3 itachi
@chaseduin2472,2021-01-02T02:30:17Z,2021-01-02T02:30:17Z,0,kind of mad that sakura was constantly in the top 5
@followerforchist4224,2021-01-02T00:39:07Z,2021-01-02T00:39:07Z,0,obviously Naruto and sasuke are on top especially Naruto
@Renzky,2021-01-01T18:02:44Z,2021-01-01T18:02:44Z,0,Tenten must be on top because of the japanese student in English class who thinks that 20 tenten the correct way was to say it
@kyokomiyu1053,2021-01-01T04:46:23Z,2021-01-01T04:46:23Z,0,Itachi is a GOAT dont even start with me
@Adam-dk1nr,2021-01-01T03:23:52Z,2021-01-01T03:23:52Z,4,Where was my man Kisame  such a badass character and so underrated
@_feli3283,2020-12-31T22:14:19Z,2020-12-31T22:14:19Z,0,half of those searches for Kakashi were from me
@jonathangilmore37,2020-12-31T17:54:38Z,2020-12-31T17:54:38Z,1,Im sorry but who tf likes Sakura
@palms169,2020-12-31T05:47:39Z,2020-12-31T05:47:39Z,0,Zabuza drop down like a basket ball
@howtosummermm6453,2020-12-31T04:05:49Z,2020-12-31T04:05:49Z,3,Im actually shocked people liked Sakura at all she was just annoying
@wangphunwangham5628,2020-12-31T02:34:01Z,2020-12-31T02:34:01Z,1,How the hell sakura is popular She is the most hated character in Naruto series
@naomiuwu6157,2020-12-31T00:25:53Z,2020-12-31T00:25:53Z,0,Douu pens que itachi se iba a quedar atrs pero no alto kpo itachi 
@Erni_e,2020-12-30T22:52:38Z,2020-12-30T22:52:38Z,0,We all know why tsundade was top 5 for years
@yalikhatraore2302,2020-12-30T21:40:57Z,2020-12-30T21:40:57Z,0,Kakashi
@yalikhatraore2302,2020-12-30T21:40:43Z,2020-12-30T21:40:43Z,0,Neji
@sweet_life9247,2020-12-30T20:42:11Z,2020-12-30T20:42:11Z,1,                                                 
@nimi_2312,2020-12-30T15:28:38Z,2020-12-30T15:28:38Z,0,When the main character is not the most popular 
@saveme5500,2020-12-30T09:50:45Z,2020-12-30T09:50:45Z,0,naruto will always be the most popular one LOL
@rem-pi2875,2020-12-30T09:40:34Z,2020-12-30T09:40:34Z,0,It seems really Naruto and sasuke are rival 
@harshitsolanki457,2020-12-30T09:24:44Z,2020-12-30T09:24:44Z,0,we all know ramen guy is OP
@regetasyakirah1817,2020-12-30T09:08:17Z,2020-12-30T09:08:17Z,0,all of them really said swoosh da baam wooosh im lightning and then falls down again and then swoosh woassh
@rishabhranjan6051,2020-12-30T07:51:46Z,2020-12-30T07:51:46Z,34,Pain You know pain and thus peace thats the reason you deserved top Itachi You are a hero in shadows thus you were consistent
@chickenwhing0078,2020-12-30T01:23:40Z,2020-12-30T01:23:40Z,1,Why is sakura so high placed im shocked
@jinpark8879,2020-12-29T19:09:50Z,2020-12-29T19:09:50Z,66,Sakura gets number 1 bad ew whyItachi gets number 1 Understandable have a great day
@cadingovender672,2020-12-29T14:58:12Z,2020-12-29T14:58:12Z,0,Why would people like tenten
@phoebe3109,2020-12-29T14:47:29Z,2020-12-29T14:47:29Z,0,Wait people like Sakura
@sasorioftheredsand9445,2020-12-29T13:18:33Z,2020-12-29T13:18:33Z,1,Sasori underrated 
@alicesierra6971,2020-12-29T11:40:01Z,2020-12-29T11:40:01Z,50,Sakura I finally caught up to them
@fffluv,2020-12-29T03:16:48Z,2020-12-29T03:16:48Z,1,The world have to know pain
@nathanmathias6321,2020-12-29T03:01:11Z,2020-12-29T03:01:11Z,0,see Im confused how are people searching up shippuden ppl when its only 2004 last time i checked the show wasnt out yetshippuden
@joshuadalay9457,2020-12-29T02:13:51Z,2020-12-29T02:13:51Z,0,Iknow why they searching to tsunade because of her chest lmao
@rr.e.bb.e,2020-12-28T22:41:04Z,2020-12-28T22:41:04Z,0,Tenten es linda 
@seanbo9488,2020-12-28T18:21:04Z,2020-12-28T18:21:04Z,0,Itachi is the real shinobi so the end of naruto he is the character fanclue love the most People in konoha dont admire him but we are not itachi is real kind person
@narsingmudiraj8100,2020-12-28T15:28:14Z,2020-12-28T15:28:14Z,0,My Top 3NarutoJiraiyaKakashi
@lysergdiethel2813,2020-12-28T13:38:44Z,2020-12-28T13:38:44Z,0,really sakura is popular xD
@cheyennelandman4819,2020-12-28T09:41:33Z,2020-12-28T09:41:33Z,0,Swagkage and anime balls deep and Seth the programer Itachi is trash straight fodder me but what about kotoamutsukomi  its the most broken thing ever thought of like I dont think the death reaper seal would even be able to brake you out of it because youre in a reality that doesnt exist fighting a person that has no soul because its all in your mind like thats OP asf if you ask me
@user-pz2el1bf4o,2020-12-28T05:00:25Z,2020-12-28T05:00:25Z,1,3 aos seguidos de fama a Gaara bua chaval 
@yonisali7976,2020-12-28T03:21:52Z,2020-12-28T03:21:52Z,0,fucking tsundee was the most famous in the war arc theres only 4 options
@user-pk8jp4wg5y,2020-12-28T02:49:04Z,2020-12-28T02:49:04Z,0,200        1   
@seldelaterre2786,2020-12-28T01:04:13Z,2020-12-28T01:04:13Z,0,How tf is Madara here without Hashirama 
@seldelaterre2786,2020-12-28T00:52:48Z,2020-12-28T00:52:48Z,0,At the end of the day Itachi is first as he is supposed to
@michaelmurray5868,2020-12-27T22:53:12Z,2020-12-27T22:53:12Z,12,So thats what Sakura meant when she said she finally caught up to Naruto and Sasuke
@werewolf_13,2020-12-27T16:52:17Z,2020-12-27T16:52:17Z,0,I think Kurama here is also the Kurama from Yu Yu Hakusho
@princeemaharjan463,2020-12-27T11:34:12Z,2020-12-27T11:34:12Z,236,Sakura and Sasuke telling to Sarada we once ruled the kingdom
@fernandezsolisdiegoalbin3822,2020-12-27T07:49:09Z,2020-12-27T07:49:09Z,0,Itachi gana
@zaarevv,2020-12-27T07:33:02Z,2020-12-27T07:33:02Z,1,Itachi my man
@qwrs5848,2020-12-27T05:34:57Z,2020-12-27T05:34:57Z,0,Idk Why TF LOVES TRASHCAN
@yaswanth4976,2020-12-27T05:19:53Z,2020-12-27T05:19:53Z,0,If you never showed itachi becoming no 1 at last I we would have started the great war
@lobster1858,2020-12-27T04:47:27Z,2020-12-27T04:47:27Z,0,i almost choked on food when i seen sakura and tenten at the top
@zhou9380,2020-12-27T04:23:22Z,2020-12-27T04:23:22Z,0,Me1Itachi
@kenshingaming5991,2020-12-26T23:24:06Z,2020-12-26T23:24:06Z,0,WHY WAS SAKURA ALMOST IN THE TOP 3 
@Elias-cs3ol,2020-12-26T21:01:45Z,2020-12-26T21:01:45Z,1,Well I think we all know why Tsunade is so popular 
@noerputraananta8327,2020-12-26T17:10:35Z,2020-12-26T17:10:35Z,3,Wow Sasuke cant get down
@juanlodri5964,2020-12-26T12:55:43Z,2020-12-26T12:55:43Z,0,Is there really that much porn about Tsunade and Sakura
@denizdeniz7947,2020-12-26T11:32:32Z,2020-12-26T11:32:32Z,0,Tsunade is the most time on the top 5 because of 106
@arumatry2164,2020-12-26T09:36:16Z,2020-12-26T09:36:16Z,0,Orochimaru ma man
@xosb9154,2020-12-26T09:26:25Z,2020-12-26T09:26:25Z,0,First of I would say that sakura  tsunade and tenten are on top for that much time coz they were basically a meme especially sakura and tenten I think people would agree with me that if a character becomes a meme They are going to be popular but not necessarily in a good way Like people will say this guy is stronger than that guy and somone would say the other thing But everyone agrees on one thing And that is that sakura is useless like theres no point in argueing And  the other thing is this shows how underrated Minato is
@lazyboy1042,2020-12-26T08:47:26Z,2020-12-26T08:47:26Z,0,The best character in naruto series isssssssssssssssssssss  Naruto
@mango3713,2020-12-26T07:35:54Z,2020-12-26T07:35:54Z,3,When sasuke has less search than naruto and itachi
@akari-kun8333,2020-12-26T06:06:49Z,2020-12-26T06:06:49Z,0,Lets remeber guys Sakura was higher than itachi
@s.nasd10,2020-12-26T05:20:36Z,2020-12-26T05:20:36Z,0,si beban leh ugha
@nihilusbanks3320,2020-12-26T04:34:00Z,2020-12-26T04:34:00Z,0,Itachi gana v
@danendraafgan8023,2020-12-26T02:51:09Z,2020-12-26T02:51:09Z,0,Gg bro semangat teros yak
@greyth2471,2020-12-26T02:48:26Z,2020-12-26T02:48:26Z,0,Lol at people asking why Sakura got a higher place This comment section is exactly the reason why yall hate her but you cant stop talking about her so
@LeoGamer-ic4jz,2020-12-26T00:11:56Z,2020-12-26T00:11:56Z,32,Sakura doesnt end up with naruto Haters Im about to end this girls whole career
@lykro1,2020-12-25T21:55:08Z,2020-12-25T21:55:08Z,0,tenten comics
@vadymiks,2020-12-25T17:54:25Z,2020-12-25T17:54:25Z,0,am I the only one who was waiting for Kushina and Minato to get to the top of list
@hellogoodbye9746,2020-12-25T17:34:40Z,2020-12-25T17:34:40Z,0,So you are telling me Sakura is more popular than Neji   No hate for Sakura but still
@assault3580,2020-12-25T16:25:08Z,2020-12-25T16:25:08Z,22,My fav Itachi quotes 1Every jutsu has a weakness This jutsu weakness and risk is my existence2Those who cant acknowledge their true self eventually fail3knowledge and awareness are vagueand perhaps better called illusions
@anshulwasnik6224,2020-12-25T16:20:12Z,2020-12-25T16:20:12Z,0,Itachi and naruto ended together at top
@skynt2906,2020-12-25T15:18:36Z,2020-12-25T15:18:36Z,0,I never knew tenten was famous asf
@reflexesunited8564,2020-12-25T14:06:39Z,2020-12-25T14:06:39Z,21,August 2020 Sasuke you are 1 away from your brother Itachi and NarutoSasuke amaterasu
@luchandrik,2020-12-25T10:19:16Z,2020-12-25T10:19:22Z,0,   
